Chromosome,Arm,Band,Abnormality,MorphName,Morph,TopoName,Topo,CaseCount,Gene,Type
17,q,10,der(13;17)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,2,,U
13,q,10,der(13;18)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,2,,U
18,q,10,der(13;18)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,2,,U
13,q,10,der(13;21)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,8,,U
13,q,10,der(13;21)(q10;q10),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
21,q,10,der(13;21)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,8,,U
21,q,10,der(13;21)(q10;q10),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
13,q,10,der(13;22)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,3,,U
22,q,10,der(13;22)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,3,,U
13,p,13,der(13)del(13)(q14q14)inv(13)(p13q13),"Acute myeloid leukemia, NOS",1101,,,2,,U
13,q,13,der(13)del(13)(q14q14)inv(13)(p13q13),"Acute myeloid leukemia, NOS",1101,,,2,,U
13,q,14,der(13)del(13)(q14q14)inv(13)(p13q13),"Acute myeloid leukemia, NOS",1101,,,2,,U
13,q,14,der(13)del(13)(q14q14)inv(13)(p13q13),"Acute myeloid leukemia, NOS",1101,,,2,,U
13,p,11,der(13)t(13;17)(p11;q12),"Acute myeloid leukemia, NOS",1101,,,2,,U
17,q,12,der(13)t(13;17)(p11;q12),"Acute myeloid leukemia, NOS",1101,,,2,,U
13,p,11,der(13)t(13;20)(p11;q12),"Acute myeloid leukemia, NOS",1101,,,2,,U
20,q,12,der(13)t(13;20)(p11;q12),"Acute myeloid leukemia, NOS",1101,,,2,,U
14,q,10,der(14;15)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,4,,U
14,q,10,der(14;15)(q10;q10),Acute erythroleukemia (FAB type M6),1112,,,2,,U
15,q,10,der(14;15)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,4,,U
15,q,10,der(14;15)(q10;q10),Acute erythroleukemia (FAB type M6),1112,,,2,,U
14,q,10,der(14;17)(q10;p10),"Acute myeloid leukemia, NOS",1101,,,2,,U
17,p,10,der(14;17)(q10;p10),"Acute myeloid leukemia, NOS",1101,,,2,,U
14,q,10,der(14;18)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,4,,U
18,q,10,der(14;18)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,4,,U
14,q,10,der(14;21)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,3,,U
14,q,10,der(14;21)(q10;q10),Acute erythroleukemia (FAB type M6),1112,,,2,,U
21,q,10,der(14;21)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,3,,U
21,q,10,der(14;21)(q10;q10),Acute erythroleukemia (FAB type M6),1112,,,2,,U
14,q,10,der(14;22)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,3,,U
22,q,10,der(14;22)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,3,,U
14,p,11,der(14)t(1;14)(p22;p11),"Acute myeloid leukemia, NOS",1101,,,2,,U
1,p,22,der(14)t(1;14)(p22;p11),"Acute myeloid leukemia, NOS",1101,,,2,,U
11,q,13,der(14)t(11;14)(q13;q32),"Acute myeloid leukemia, NOS",1101,,,2,,U
14,q,32,der(14)t(11;14)(q13;q32),"Acute myeloid leukemia, NOS",1101,,,2,,U
15,q,10,der(15;19)(q10;q10),Acute megakaryoblastic leukemia (FAB type M7),1113,,,3,,U
19,q,10,der(15;19)(q10;q10),Acute megakaryoblastic leukemia (FAB type M7),1113,,,3,,U
15,q,10,der(15;21)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,3,,U
21,q,10,der(15;21)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,3,,U
15,p,11,der(15)t(1;15)(q21;p11),"Acute myeloid leukemia, NOS",1101,,,2,,U
1,q,21,der(15)t(1;15)(q21;p11),"Acute myeloid leukemia, NOS",1101,,,2,,U
17,q,11,der(15)t(15;17)(q22;q11),Acute promyelocytic leukemia (FAB type M3),1106,,,2,,U
15,q,22,der(15)t(15;17)(q22;q11),Acute promyelocytic leukemia (FAB type M3),1106,,,2,,U
17,q,12,der(15)t(15;17)(q22;q12),Acute promyelocytic leukemia (FAB type M3),1106,,,15,,U
15,q,22,der(15)t(15;17)(q22;q12),Acute promyelocytic leukemia (FAB type M3),1106,,,15,,U
17,q,21,der(15)t(15;17)(q22;q21),"Acute myeloid leukemia, NOS",1101,,,2,,U
17,q,21,der(15)t(15;17)(q22;q21),Acute promyelocytic leukemia (FAB type M3),1106,,,35,,U
15,q,22,der(15)t(15;17)(q22;q21),"Acute myeloid leukemia, NOS",1101,,,2,,U
15,q,22,der(15)t(15;17)(q22;q21),Acute promyelocytic leukemia (FAB type M3),1106,,,35,,U
17,q,21,der(15)t(15;17)(q24;q21),"Acute myeloid leukemia, NOS",1101,,,14,,U
17,q,21,der(15)t(15;17)(q24;q21),Acute promyelocytic leukemia (FAB type M3),1106,,,36,,U
15,q,24,der(15)t(15;17)(q24;q21),"Acute myeloid leukemia, NOS",1101,,,14,,U
15,q,24,der(15)t(15;17)(q24;q21),Acute promyelocytic leukemia (FAB type M3),1106,,,36,,U
16,p,10,der(16;17)(p10;q10),"Acute myeloid leukemia, NOS",1101,,,4,,U
17,q,10,der(16;17)(p10;q10),"Acute myeloid leukemia, NOS",1101,,,4,,U
16,q,10,der(16;17)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,2,,U
16,q,10,der(16;17)(q10;q10),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
17,q,10,der(16;17)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,2,,U
17,q,10,der(16;17)(q10;q10),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
16,p,10,der(16;21)(p10;q10),"Acute myeloid leukemia, NOS",1101,,,3,,U
21,q,10,der(16;21)(p10;q10),"Acute myeloid leukemia, NOS",1101,,,3,,U
16,p,10,der(16;22)(p10;q10),"Acute myeloid leukemia, NOS",1101,,,3,,U
22,q,10,der(16;22)(p10;q10),"Acute myeloid leukemia, NOS",1101,,,3,,U
16,p,11,der(16)del(16)(p11)del(16)(q12),Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,2,,U
16,q,12,der(16)del(16)(p11)del(16)(q12),Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,2,,U
16,p,13,der(16)t(1;16)(q21;p13),Acute megakaryoblastic leukemia (FAB type M7),1113,,,4,,U
1,q,21,der(16)t(1;16)(q21;p13),Acute megakaryoblastic leukemia (FAB type M7),1113,,,4,,U
16,q,13,der(16)t(1;16)(q21;q13),"Acute myeloid leukemia, NOS",1101,,,2,,U
1,q,21,der(16)t(1;16)(q21;q13),"Acute myeloid leukemia, NOS",1101,,,2,,U
16,p,13,der(16)t(1;16)(q22;p13),"Acute myeloid leukemia, NOS",1101,,,2,,U
1,q,22,der(16)t(1;16)(q22;p13),"Acute myeloid leukemia, NOS",1101,,,2,,U
16,q,23,der(16)t(1;16)(q25;q23),"Acute myeloid leukemia, NOS",1101,,,2,,U
1,q,25,der(16)t(1;16)(q25;q23),"Acute myeloid leukemia, NOS",1101,,,2,,U
11,q,13,der(16)t(11;16)(q13;q24),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
16,q,24,der(16)t(11;16)(q13;q24),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
12,p,13,der(16)t(12;16)(p13;q22),"Acute myeloid leukemia, NOS",1101,,,3,,U
16,q,22,der(16)t(12;16)(p13;q22),"Acute myeloid leukemia, NOS",1101,,,3,,U
15,q,11,der(16)t(15;16)(q11;p13),"Acute myeloid leukemia, NOS",1101,,,2,,U
16,p,13,der(16)t(15;16)(q11;p13),"Acute myeloid leukemia, NOS",1101,,,2,,U
17,q,11,der(16)t(16;17)(q12;q11),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
16,q,12,der(16)t(16;17)(q12;q11),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
18,q,11,der(16)t(16;18)(q13;q11),"Acute myeloid leukemia, NOS",1101,,,2,,U
16,q,13,der(16)t(16;18)(q13;q11),"Acute myeloid leukemia, NOS",1101,,,2,,U
16,p,13,der(16)t(6;16)(q22;p13),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
6,q,22,der(16)t(6;16)(q22;p13),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
17,q,10,der(17;18)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,3,,U
18,q,10,der(17;18)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,3,,U
17,q,10,der(17;20)(q10;p10),"Acute myeloid leukemia, NOS",1101,,,2,,U
20,p,10,der(17;20)(q10;p10),"Acute myeloid leukemia, NOS",1101,,,2,,U
17,q,10,der(17;21)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,4,,U
17,q,10,der(17;21)(q10;q10),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,3,,U
21,q,10,der(17;21)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,4,,U
21,q,10,der(17;21)(q10;q10),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,3,,U
17,q,10,der(17;22)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,4,,U
22,q,10,der(17;22)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,4,,U
17,p,11,der(17)add(17)(p11)add(17)(q11),"Acute myeloid leukemia, NOS",1101,,,2,,U
17,q,11,der(17)add(17)(p11)add(17)(q11),"Acute myeloid leukemia, NOS",1101,,,2,,U
1,q,12,der(17)t(1;17)(q12;p13),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
17,p,13,der(17)t(1;17)(q12;p13),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
17,p,13,der(17)t(1;17)(q21;p13),"Acute myeloid leukemia, NOS",1101,,,2,,U
1,q,21,der(17)t(1;17)(q21;p13),"Acute myeloid leukemia, NOS",1101,,,2,,U
10,q,11,der(17)t(10;17)(q11;p13),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
17,p,13,der(17)t(10;17)(q11;p13),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
17,p,11,der(17)t(11;17)(q13;p11),Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,2,,U
11,q,13,der(17)t(11;17)(q13;p11),Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,2,,U
11,q,13,der(17)t(11;17)(q13;p13),"Acute myeloid leukemia, NOS",1101,,,5,,U
11,q,13,der(17)t(11;17)(q13;p13),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
17,p,13,der(17)t(11;17)(q13;p13),"Acute myeloid leukemia, NOS",1101,,,5,,U
17,p,13,der(17)t(11;17)(q13;p13),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
17,q,21,der(17)t(15;17)(q22;q21),Acute promyelocytic leukemia (FAB type M3),1106,,,2,,U
15,q,22,der(17)t(15;17)(q22;q21),Acute promyelocytic leukemia (FAB type M3),1106,,,2,,U
17,q,10,der(17)t(15;17)i(17)(q10),Acute promyelocytic leukemia (FAB type M3),1106,,,2,,U
16,p,11,der(17)t(16;17)(p11;p11),"Acute myeloid leukemia, NOS",1101,,,3,,U
17,p,11,der(17)t(16;17)(p11;p11),"Acute myeloid leukemia, NOS",1101,,,3,,U
17,p,11,der(17)t(17;17)(p11;q21),"Acute myeloid leukemia, NOS",1101,,,2,,U
17,q,21,der(17)t(17;17)(p11;q21),"Acute myeloid leukemia, NOS",1101,,,2,,U
17,q,11,der(17)t(17;17)(p13;q11),"Acute myeloid leukemia, NOS",1101,,,2,,U
17,p,13,der(17)t(17;17)(p13;q11),"Acute myeloid leukemia, NOS",1101,,,2,,U
17,p,11,der(17)t(17;18)(p11;q11),"Acute myeloid leukemia, NOS",1101,,,3,,U
18,q,11,der(17)t(17;18)(p11;q11),"Acute myeloid leukemia, NOS",1101,,,3,,U
20,p,11,der(17)t(17;20)(p12;p11),"Acute myeloid leukemia, NOS",1101,,,2,,U
17,p,12,der(17)t(17;20)(p12;p11),"Acute myeloid leukemia, NOS",1101,,,2,,U
20,p,11,der(17)t(17;20)(p13;p11),"Acute myeloid leukemia, NOS",1101,,,2,,U
17,p,13,der(17)t(17;20)(p13;p11),"Acute myeloid leukemia, NOS",1101,,,2,,U
5,p,11,der(17)t(5;17)(p11;p11),"Acute myeloid leukemia, NOS",1101,,,9,,U
5,p,11,der(17)t(5;17)(p11;p11),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,3,,U
17,p,11,der(17)t(5;17)(p11;p11),"Acute myeloid leukemia, NOS",1101,,,9,,U
17,p,11,der(17)t(5;17)(p11;p11),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,3,,U
5,p,11,der(17)t(5;17)(p11;p12),"Acute myeloid leukemia, NOS",1101,,,2,,U
17,p,12,der(17)t(5;17)(p11;p12),"Acute myeloid leukemia, NOS",1101,,,2,,U
17,p,11,der(17)t(5;17)(p12;p11),"Acute myeloid leukemia, NOS",1101,,,2,,U
5,p,12,der(17)t(5;17)(p12;p11),"Acute myeloid leukemia, NOS",1101,,,2,,U
17,p,12,der(17)t(5;17)(p14;p12),"Acute myeloid leukemia, NOS",1101,,,2,,U
5,p,14,der(17)t(5;17)(p14;p12),"Acute myeloid leukemia, NOS",1101,,,2,,U
7,p,11,der(17)t(7;17)(p11;p11),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,3,,U
17,p,11,der(17)t(7;17)(p11;p11),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,3,,U
9,q,11,der(17)t(9;17)(q11;p11),"Acute myeloid leukemia, NOS",1101,,,2,,U
17,p,11,der(17)t(9;17)(q11;p11),"Acute myeloid leukemia, NOS",1101,,,2,,U
18,q,10,der(18;21)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,5,,U
21,q,10,der(18;21)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,5,,U
18,q,10,der(18;22)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,3,,U
22,q,10,der(18;22)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,3,,U
18,p,11,der(18)del(18)(p11)del(18)(q21),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,3,,U
18,q,21,der(18)del(18)(p11)del(18)(q21),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,3,,U
18,p,11,der(18)t(1;18)(p22;p11),"Acute myeloid leukemia, NOS",1101,,,2,,U
1,p,22,der(18)t(1;18)(p22;p11),"Acute myeloid leukemia, NOS",1101,,,2,,U
18,p,11,der(18)t(13;18)(q12;p11),"Acute myeloid leukemia, NOS",1101,,,2,,U
13,q,12,der(18)t(13;18)(q12;p11),"Acute myeloid leukemia, NOS",1101,,,2,,U
17,q,11,der(18)t(17;18)(q11;q11),"Acute myeloid leukemia, NOS",1101,,,2,,U
18,q,11,der(18)t(17;18)(q11;q11),"Acute myeloid leukemia, NOS",1101,,,2,,U
17,q,11,der(18)t(17;18)(q11;q23),"Acute myeloid leukemia, NOS",1101,,,2,,U
18,q,23,der(18)t(17;18)(q11;q23),"Acute myeloid leukemia, NOS",1101,,,2,,U
18,p,11,der(18)t(18;21)(p11;q11),"Acute myeloid leukemia, NOS",1101,,,2,,U
21,q,11,der(18)t(18;21)(p11;q11),"Acute myeloid leukemia, NOS",1101,,,2,,U
22,q,11,der(18)t(18;22)(q21;q11),"Acute myeloid leukemia, NOS",1101,,,2,,U
18,q,21,der(18)t(18;22)(q21;q11),"Acute myeloid leukemia, NOS",1101,,,2,,U
4,q,13,der(18)t(4;18)(q13;q23),"Acute myeloid leukemia, NOS",1101,,,2,,U
18,q,23,der(18)t(4;18)(q13;q23),"Acute myeloid leukemia, NOS",1101,,,2,,U
1,q,11,der(19)t(1;19)(q11;p13),Acute erythroleukemia (FAB type M6),1112,,,2,,U
19,p,13,der(19)t(1;19)(q11;p13),Acute erythroleukemia (FAB type M6),1112,,,2,,U
19,p,13,der(19)t(1;19)(q21;p13),"Acute myeloid leukemia, NOS",1101,,,2,,U
1,q,21,der(19)t(1;19)(q21;p13),"Acute myeloid leukemia, NOS",1101,,,2,,U
19,q,13,der(19)t(1;19)(q21;q13),"Acute myeloid leukemia, NOS",1101,,,2,,U
1,q,21,der(19)t(1;19)(q21;q13),"Acute myeloid leukemia, NOS",1101,,,2,,U
10,q,11,der(19)t(10;19)(q11;p13),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
19,p,13,der(19)t(10;19)(q11;p13),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
19,q,13,der(19)t(10;19)(q21;q13),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
10,q,21,der(19)t(10;19)(q21;q13),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
19,p,13,der(19)t(11;19)(q23;p13),"Acute myeloid leukemia, NOS",1101,,,3,,U
19,p,13,der(19)t(11;19)(q23;p13),Acute monoblastic leukemia (FAB type M5),1108,,,2,,U
19,p,13,der(19)t(11;19)(q23;p13),Acute monoblastic leukemia without differentiation (FAB type M5a),1109,,,4,,U
11,q,23,der(19)t(11;19)(q23;p13),"Acute myeloid leukemia, NOS",1101,,,3,,U
11,q,23,der(19)t(11;19)(q23;p13),Acute monoblastic leukemia (FAB type M5),1108,,,2,,U
11,q,23,der(19)t(11;19)(q23;p13),Acute monoblastic leukemia without differentiation (FAB type M5a),1109,,,4,,U
19,p,13,der(19)t(17;19)(q21;p13),"Acute myeloid leukemia, NOS",1101,,,3,,U
17,q,21,der(19)t(17;19)(q21;p13),"Acute myeloid leukemia, NOS",1101,,,3,,U
21,q,11,der(19)t(19;21)(q13;q11),"Acute myeloid leukemia, NOS",1101,,,2,,U
19,q,13,der(19)t(19;21)(q13;q11),"Acute myeloid leukemia, NOS",1101,,,2,,U
2,p,11,der(2)add(2)(p11)add(2)(q35),"Acute myeloid leukemia, NOS",1101,,,2,,U
2,q,35,der(2)add(2)(p11)add(2)(q35),"Acute myeloid leukemia, NOS",1101,,,2,,U
1,q,23,der(2)t(1;2)(q23;q35),Acute monoblastic leukemia (FAB type M5),1108,,,2,,U
1,q,23,der(2)t(1;2)(q23;q35),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
2,q,35,der(2)t(1;2)(q23;q35),Acute monoblastic leukemia (FAB type M5),1108,,,2,,U
2,q,35,der(2)t(1;2)(q23;q35),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
2,q,11,der(2)t(2;12)(q11;q24),"Acute myeloid leukemia, NOS",1101,,,2,,U
12,q,24,der(2)t(2;12)(q11;q24),"Acute myeloid leukemia, NOS",1101,,,2,,U
15,q,24,der(2)t(2;15)(q34;q24),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,3,,U
2,q,34,der(2)t(2;15)(q34;q24),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,3,,U
4,q,21,der(2)t(2;4)(q37;q21),"Acute myeloid leukemia, NOS",1101,,,2,,U
2,q,37,der(2)t(2;4)(q37;q21),"Acute myeloid leukemia, NOS",1101,,,2,,U
2,p,13,der(2)t(2;5)(p13;p13),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
5,p,13,der(2)t(2;5)(p13;p13),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
7,q,11,der(2)t(2;7)(p25;q11),Acute megakaryoblastic leukemia (FAB type M7),1113,,,3,,U
2,p,25,der(2)t(2;7)(p25;q11),Acute megakaryoblastic leukemia (FAB type M7),1113,,,3,,U
20,q,10,der(20;22)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,2,,U
22,q,10,der(20;22)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,2,,U
20,q,13,der(20)t(1;20)(q21;q13),"Acute myeloid leukemia, NOS",1101,,,2,,U
1,q,21,der(20)t(1;20)(q21;q13),"Acute myeloid leukemia, NOS",1101,,,2,,U
11,q,13,der(20)t(11;20)(q13;p13),"Acute myeloid leukemia, NOS",1101,,,2,,U
20,p,13,der(20)t(11;20)(q13;p13),"Acute myeloid leukemia, NOS",1101,,,2,,U
17,q,11,der(20)t(17;20)(q11;q11),"Acute myeloid leukemia, NOS",1101,,,3,,U
20,q,11,der(20)t(17;20)(q11;q11),"Acute myeloid leukemia, NOS",1101,,,3,,U
20,q,11,der(20)t(17;20)(q12;q11),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
17,q,12,der(20)t(17;20)(q12;q11),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
20,q,11,der(20)t(17;20)(q21;q11),"Acute myeloid leukemia, NOS",1101,,,2,,U
17,q,21,der(20)t(17;20)(q21;q11),"Acute myeloid leukemia, NOS",1101,,,2,,U
20,q,11,der(20)t(20;22)(q11;q11),"Acute myeloid leukemia, NOS",1101,,,2,,U
22,q,11,der(20)t(20;22)(q11;q11),"Acute myeloid leukemia, NOS",1101,,,2,,U
21,q,10,der(21;22)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,2,,U
22,q,10,der(21;22)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,2,,U
12,p,13,der(21)t(12;21)(p13;q22),"Acute myeloid leukemia, NOS",1101,,,2,,U
21,q,22,der(21)t(12;21)(p13;q22),"Acute myeloid leukemia, NOS",1101,,,2,,U
15,q,21,der(21)t(15;21)(q21;q22),"Acute myeloid leukemia, NOS",1101,,,2,,U
21,q,22,der(21)t(15;21)(q21;q22),"Acute myeloid leukemia, NOS",1101,,,2,,U
16,p,11,der(21)t(16;21)(p11;q22),"Acute myeloid leukemia, NOS",1101,,,2,,U
16,p,11,der(21)t(16;21)(p11;q22),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,5,,U
16,p,11,der(21)t(16;21)(p11;q22),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
21,q,22,der(21)t(16;21)(p11;q22),"Acute myeloid leukemia, NOS",1101,,,2,,U
21,q,22,der(21)t(16;21)(p11;q22),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,5,,U
21,q,22,der(21)t(16;21)(p11;q22),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
17,q,11,der(21)t(17;21)(q11;p11),"Acute myeloid leukemia, NOS",1101,,,2,,U
21,p,11,der(21)t(17;21)(q11;p11),"Acute myeloid leukemia, NOS",1101,,,2,,U
18,q,11,der(21)t(18;21)(q11;p11),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
21,p,11,der(21)t(18;21)(q11;p11),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
21,p,11,der(21)t(21;21)(p11;q22),"Acute myeloid leukemia, NOS",1101,,,2,,U
21,q,22,der(21)t(21;21)(p11;q22),"Acute myeloid leukemia, NOS",1101,,,2,,U
21,q,22,der(21)t(3;21)(q26;q22),"Acute myeloid leukemia, NOS",1101,,,2,,U
3,q,26,der(21)t(3;21)(q26;q22),"Acute myeloid leukemia, NOS",1101,,,2,,U
8,p,21,der(21)t(8;21)(p21;q22),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
21,q,22,der(21)t(8;21)(p21;q22),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
8,q,22,der(21)t(8;21)(q22;q22),"Acute myeloid leukemia, NOS",1101,,,12,,U
8,q,22,der(21)t(8;21)(q22;q22),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
8,q,22,der(21)t(8;21)(q22;q22),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,28,,U
21,q,22,der(21)t(8;21)(q22;q22),"Acute myeloid leukemia, NOS",1101,,,12,,U
21,q,22,der(21)t(8;21)(q22;q22),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
21,q,22,der(21)t(8;21)(q22;q22),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,28,,U
22,p,11,der(22)t(1;22)(p13;p11),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
1,p,13,der(22)t(1;22)(p13;p11),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
1,p,13,der(22)t(1;22)(p13;q13)add(1)(p22),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
22,q,13,der(22)t(1;22)(p13;q13)add(1)(p22),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
1,p,22,der(22)t(1;22)(p13;q13)add(1)(p22),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
22,q,11,der(22)t(16;22)(q22;q11),"Acute myeloid leukemia, NOS",1101,,,2,,U
16,q,22,der(22)t(16;22)(q22;q11),"Acute myeloid leukemia, NOS",1101,,,2,,U
22,p,11,der(22)t(20;22)(q12;p11),"Acute myeloid leukemia, NOS",1101,,,2,,U
20,q,12,der(22)t(20;22)(q12;p11),"Acute myeloid leukemia, NOS",1101,,,2,,U
7,q,11,der(22)t(7;22)(q11;p11),Acute erythroleukemia (FAB type M6),1112,,,2,,U
22,p,11,der(22)t(7;22)(q11;p11),Acute erythroleukemia (FAB type M6),1112,,,2,,U
22,q,11,der(22)t(9;22)(q34;q11),"Acute myeloid leukemia, NOS",1101,,,8,,U
22,q,11,der(22)t(9;22)(q34;q11),Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,4,,U
22,q,11,der(22)t(9;22)(q34;q11),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,11,,U
22,q,11,der(22)t(9;22)(q34;q11),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,7,,U
22,q,11,der(22)t(9;22)(q34;q11),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
22,q,11,der(22)t(9;22)(q34;q11),Acute erythroleukemia (FAB type M6),1112,,,2,,U
22,q,11,der(22)t(9;22)(q34;q11),Acute basophilic leukemia,1115,,,2,,U
9,q,34,der(22)t(9;22)(q34;q11),"Acute myeloid leukemia, NOS",1101,,,8,,U
9,q,34,der(22)t(9;22)(q34;q11),Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,4,,U
9,q,34,der(22)t(9;22)(q34;q11),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,11,,U
9,q,34,der(22)t(9;22)(q34;q11),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,7,,U
9,q,34,der(22)t(9;22)(q34;q11),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
9,q,34,der(22)t(9;22)(q34;q11),Acute erythroleukemia (FAB type M6),1112,,,2,,U
9,q,34,der(22)t(9;22)(q34;q11),Acute basophilic leukemia,1115,,,2,,U
3,q,10,der(3;12)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,5,,U
12,q,10,der(3;12)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,5,,U
3,q,10,der(3;21)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,2,,U
21,q,10,der(3;21)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,2,,U
3,q,10,der(3;5)(q10;p10),"Acute myeloid leukemia, NOS",1101,,,2,,U
5,p,10,der(3;5)(q10;p10),"Acute myeloid leukemia, NOS",1101,,,2,,U
18,q,11,der(3)t(3;18)(p12;q11),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
3,p,12,der(3)t(3;18)(p12;q11),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
